saddr,saddr-raw,daddr,daddr-raw,ipid,ttl,classification,sport,dport,seqnum,acknum,window,success,repeat,cooldown,timestamp-str,timestamp-ts,timestamp-us
107.170.231.26,451390059,192.168.1.64,1073850560,0,51,synack,443,36904,3363266272,605300653,29200,1,0,0,2019-01-09T17:25:00.650+0300,1547043900,650042
167.93.172.173,2913754535,192.168.1.64,1073850560,57462,214,synack,443,44744,470759295,4172854773,0,1,0,0,2019-01-09T17:25:00.650+0300,1547043900,650083
136.147.216.43,735613832,192.168.1.64,1073850560,39468,237,synack,443,46016,491005951,987612029,1608,1,0,0,2019-01-09T17:25:00.650+0300,1547043900,650163
213.138.138.200,3364522709,192.168.1.64,1073850560,0,52,synack,443,35532,4180525325,2562520215,29200,1,0,0,2019-01-09T17:25:00.650+0300,1547043900,650226
210.37.0.31,520103378,192.168.1.64,1073850560,0,37,synack,443,52790,412861552,1893665454,14600,1,0,0,2019-01-09T17:25:00.650+0300,1547043900,650268
201.230.141.231,3884836553,192.168.1.64,1073850560,15780,45,synack,443,47221,4062531242,3514484953,16384,1,0,0,2019-01-09T17:25:00.650+0300,1547043900,650337
104.19.160.4,77599592,192.168.1.64,1073850560,0,58,synack,443,37465,493171240,4080510375,29200,1,0,0,2019-01-09T17:25:01.673+0300,1547043901,673519
52.21.171.221,3718976820,192.168.1.64,1073850560,0,236,synack,443,36195,1945745126,1916255443,29200,1,0,0,2019-01-09T17:25:01.673+0300,1547043901,673652
54.225.185.202,3401179446,192.168.1.64,1073850560,0,235,synack,443,58058,1792594816,65775839,29200,1,0,0,2019-01-09T17:25:01.673+0300,1547043901,673800
216.71.121.29,494487512,192.168.1.64,1073850560,0,48,synack,443,35319,1164979637,4210798696,5840,1,0,0,2019-01-09T17:25:01.673+0300,1547043901,673926
34.225.112.42,712040738,192.168.1.64,1073850560,0,45,synack,443,53008,1450624851,2152287752,26883,1,0,0,2019-01-09T17:25:01.673+0300,1547043901,673972
58.79.244.19,334778170,192.168.1.64,1073850560,0,46,synack,443,39015,2197004666,942326133,5840,1,0,0,2019-01-09T17:25:01.674+0300,1547043901,674040
117.18.11.45,755700341,192.168.1.64,1073850560,0,50,synack,443,42449,1385206930,9035650,14600,1,0,0,2019-01-09T17:25:01.674+0300,1547043901,674097
23.220.117.130,2188762135,192.168.1.64,1073850560,0,49,synack,443,52388,3781155467,678947206,29200,1,0,0,2019-01-09T17:25:01.674+0300,1547043901,674205
216.239.137.101,1703538648,192.168.1.64,1073850560,0,42,synack,443,58772,1001502492,4198397224,29200,1,0,0,2019-01-09T17:25:01.674+0300,1547043901,674255
103.101.17.46,772892007,192.168.1.64,1073850560,0,45,synack,443,43629,2382963676,2584990646,14600,1,0,0,2019-01-09T17:25:01.674+0300,1547043901,674298
80.147.102.168,2825294672,192.168.1.64,1073850560,14540,49,synack,443,59022,80879756,4050889917,2920,1,0,0,2019-01-09T17:25:01.674+0300,1547043901,674355
76.219.148.175,2945768268,192.168.1.64,1073850560,0,46,synack,443,57703,1461579525,4195563450,5840,1,0,0,2019-01-09T17:25:02.697+0300,1547043902,697596
23.49.58.238,3996791063,192.168.1.64,1073850560,0,53,synack,443,37565,30117642,2819286243,29200,1,0,0,2019-01-09T17:25:02.697+0300,1547043902,697767
112.74.48.22,372263536,192.168.1.64,1073850560,0,44,synack,443,44856,4188965867,4205977345,14600,1,0,0,2019-01-09T17:25:02.697+0300,1547043902,697886
80.69.200.86,1455965520,192.168.1.64,1073850560,0,55,synack,443,46521,280743811,2442341611,5840,1,0,0,2019-01-09T17:25:02.698+0300,1547043902,698060
156.67.232.105,1776829340,192.168.1.64,1073850560,41429,241,synack,443,51680,3598782195,940480216,8576,1,0,0,2019-01-09T17:25:02.698+0300,1547043902,698157
5.148.33.253,4246836229,192.168.1.64,1073850560,8422,116,synack,443,37128,3264756425,2213019854,8192,1,0,0,2019-01-09T17:25:02.698+0300,1547043902,698198
166.21.216.70,1188566438,192.168.1.64,1073850560,12224,111,synack,443,35637,3955837251,433220970,512,1,0,0,2019-01-09T17:25:02.698+0300,1547043902,698272
66.70.128.93,1568687682,192.168.1.64,1073850560,0,51,synack,443,55341,3084544785,647530877,29200,1,0,0,2019-01-09T17:25:02.698+0300,1547043902,698355
193.69.65.103,1732330945,192.168.1.64,1073850560,26637,113,synack,443,45906,3295117596,940268334,8192,1,0,0,2019-01-09T17:25:02.698+0300,1547043902,698421
124.59.31.111,1864317820,192.168.1.64,1073850560,0,47,synack,443,49049,166746174,1124229606,5840,1,0,0,2019-01-09T17:25:02.698+0300,1547043902,698516
91.82.81.107,1800491611,192.168.1.64,1073850560,28773,115,synack,443,42530,3138398024,3418915683,8192,1,0,0,2019-01-09T17:25:02.698+0300,1547043902,698609
88.198.16.186,3121661528,192.168.1.64,1073850560,0,53,synack,443,38829,2761944395,932952387,29200,1,0,0,2019-01-09T17:25:03.721+0300,1547043903,721712
85.131.213.28,483754837,192.168.1.64,1073850560,0,54,synack,443,50543,151413351,3711185866,29200,1,0,0,2019-01-09T17:25:03.721+0300,1547043903,721790
104.74.72.10,172509800,192.168.1.64,1073850560,0,51,synack,443,44284,3518794036,2693079450,29200,1,0,0,2019-01-09T17:25:03.722+0300,1547043903,722054
52.5.155.54,916129076,192.168.1.64,1073850560,0,236,synack,443,42798,3472290429,2330908539,29200,1,0,0,2019-01-09T17:25:03.722+0300,1547043903,722148
150.254.52.155,2603941526,192.168.1.64,1073850560,65039,114,synack,443,42874,661836013,243228940,512,1,0,0,2019-01-09T17:25:03.722+0300,1547043903,722242
118.151.174.15,263100278,192.168.1.64,1073850560,0,48,synack,443,51139,3731601713,2751121681,5840,1,0,0,2019-01-09T17:25:03.722+0300,1547043903,722321
99.84.117.117,1970623587,192.168.1.64,1073850560,0,243,synack,443,51463,1005756526,2866939755,29200,1,0,0,2019-01-09T17:25:03.722+0300,1547043903,722390
201.240.251.68,1157361865,192.168.1.64,1073850560,0,45,synack,443,43411,4201365345,1526779987,5840,1,0,0,2019-01-09T17:25:03.722+0300,1547043903,722432
52.46.21.62,1041575476,192.168.1.64,1073850560,0,239,synack,443,45937,1176363671,3429482111,29200,1,0,0,2019-01-09T17:25:03.722+0300,1547043903,722473
152.7.192.84,1421871000,192.168.1.64,1073850560,1,43,synack,443,50748,1214758832,1296594870,8760,1,0,0,2019-01-09T17:25:03.722+0300,1547043903,722515
143.204.166.25,430361743,192.168.1.64,1073850560,0,238,synack,443,53001,2728779443,3278130055,29200,1,0,0,2019-01-09T17:25:03.722+0300,1547043903,722608
147.83.85.200,3361035155,192.168.1.64,1073850560,55093,48,synack,443,34869,1653764659,2119679459,14600,1,0,0,2019-01-09T17:25:03.722+0300,1547043903,722733
23.212.160.39,664851479,192.168.1.64,1073850560,0,54,synack,443,37541,1777433240,2564272739,29200,1,0,0,2019-01-09T17:25:04.745+0300,1547043904,745228
104.81.105.133,2238271848,192.168.1.64,1073850560,0,52,synack,443,56695,3250212854,728677715,29200,1,0,0,2019-01-09T17:25:04.745+0300,1547043904,745349
207.255.17.162,2719088591,192.168.1.64,1073850560,0,50,synack,443,48197,3348873821,115055922,14600,1,0,0,2019-01-09T17:25:04.745+0300,1547043904,745799
35.208.50.164,2754793507,192.168.1.64,1073850560,11137,102,synack,443,48995,4210084884,308063570,60720,1,0,0,2019-01-09T17:25:04.745+0300,1547043904,745889
92.123.134.203,3414588252,192.168.1.64,1073850560,0,44,synack,443,52046,4050633420,4142180305,29200,1,0,0,2019-01-09T17:25:04.745+0300,1547043904,745917
77.235.45.83,1395518285,192.168.1.64,1073850560,0,51,synack,443,49400,2089705595,462932217,14600,1,0,0,2019-01-09T17:25:04.746+0300,1547043904,746013
108.210.25.122,2048512620,192.168.1.64,1073850560,0,48,synack,443,57881,1481650143,514052033,5840,1,0,0,2019-01-09T17:25:04.746+0300,1547043904,746055
75.119.215.174,2933356363,192.168.1.64,1073850560,0,45,synack,443,46963,644499918,3983591356,29200,1,0,0,2019-01-09T17:25:04.746+0300,1547043904,746148
180.167.125.156,2625480628,192.168.1.64,1073850560,0,42,synack,443,41874,2017102871,2471364432,14600,1,0,0,2019-01-09T17:25:05.768+0300,1547043905,768983
183.182.71.70,1179104951,192.168.1.64,1073850560,54979,239,synack,443,40373,603338578,1158517308,1608,1,0,0,2019-01-09T17:25:05.769+0300,1547043905,769193
108.79.25.53,890851180,192.168.1.64,1073850560,0,48,synack,443,42701,4083510927,1766742780,5840,1,0,0,2019-01-09T17:25:05.769+0300,1547043905,769337
35.207.61.60,1010683683,192.168.1.64,1073850560,24769,103,synack,443,47118,232344984,1658585869,60720,1,0,0,2019-01-09T17:25:05.769+0300,1547043905,769424
94.46.207.10,181349982,192.168.1.64,1073850560,0,54,synack,443,39305,3196344361,425883243,14600,1,0,0,2019-01-09T17:25:05.769+0300,1547043905,769532
167.217.185.195,3283736999,192.168.1.64,1073850560,0,50,synack,443,59516,3460735663,831202924,29200,1,0,0,2019-01-09T17:25:05.769+0300,1547043905,769584
13.69.122.169,2843362573,192.168.1.64,1073850560,0,47,synack,443,34052,621755873,104565662,29200,1,0,0,2019-01-09T17:25:05.769+0300,1547043905,769745
190.203.253.138,2331888574,192.168.1.64,1073850560,0,42,synack,443,55954,2854700447,2033844479,5840,1,0,0,2019-01-09T17:25:05.769+0300,1547043905,769812
77.74.50.226,3794946637,192.168.1.64,1073850560,0,51,synack,443,55968,3976738135,2319888370,29200,1,0,0,2019-01-09T17:25:05.769+0300,1547043905,769936
65.131.153.98,1654227777,192.168.1.64,1073850560,0,51,synack,443,46329,631194680,2788050852,5808,1,0,0,2019-01-09T17:25:05.769+0300,1547043905,769992
107.150.167.202,3399980651,192.168.1.64,1073850560,0,49,synack,443,36121,2085195956,2455631211,14600,1,0,0,2019-01-09T17:25:06.793+0300,1547043906,793737
164.61.71.91,1531395492,192.168.1.64,1073850560,52855,115,synack,443,33583,1487568413,3252928903,512,1,0,0,2019-01-09T17:25:06.793+0300,1547043906,793893
197.51.218.90,1524249541,192.168.1.64,1073850560,0,49,synack,443,56159,772217576,3629740017,29200,1,0,0,2019-01-09T17:25:06.794+0300,1547043906,794030
54.172.197.10,180726838,192.168.1.64,1073850560,0,236,synack,443,34926,357296548,2296229727,26883,1,0,0,2019-01-09T17:25:06.794+0300,1547043906,794171
213.172.39.27,455584981,192.168.1.64,1073850560,0,50,synack,443,47236,1256306504,2219631026,29200,1,0,0,2019-01-09T17:25:06.794+0300,1547043906,794219
217.208.160.171,2879443161,192.168.1.64,1073850560,3859,54,synack,443,43473,528441324,2954589030,8192,1,0,0,2019-01-09T17:25:06.794+0300,1547043906,794297
62.109.30.35,589196606,192.168.1.64,1073850560,0,57,synack,443,47440,2917967494,555466251,29200,1,0,0,2019-01-09T17:25:06.794+0300,1547043906,794337
132.148.198.253,4257649796,192.168.1.64,1073850560,0,46,synack,443,37631,693319665,3337355003,14600,1,0,0,2019-01-09T17:25:07.817+0300,1547043907,817691
52.84.108.99,1668043828,192.168.1.64,1073850560,0,237,synack,443,38163,4175291628,1643634766,29200,1,0,0,2019-01-09T17:25:07.817+0300,1547043907,817765
62.216.195.209,3519273022,192.168.1.64,1073850560,0,52,synack,443,41404,2999967089,2814016160,5840,1,0,0,2019-01-09T17:25:07.818+0300,1547043907,818114
23.4.142.73,1234043927,192.168.1.64,1073850560,0,49,synack,443,59681,2155561993,4137994623,29200,1,0,0,2019-01-09T17:25:07.818+0300,1547043907,818232
104.23.206.186,3134068584,192.168.1.64,1073850560,0,58,synack,443,43076,1343261221,2301654486,29200,1,0,0,2019-01-09T17:25:07.818+0300,1547043907,818302
104.226.17.137,2299650664,192.168.1.64,1073850560,50624,235,synack,443,42611,2420921583,2187365679,32768,1,0,0,2019-01-09T17:25:07.818+0300,1547043907,818356
163.220.238.46,787405987,192.168.1.64,1073850560,0,47,synack,443,36981,3993723179,623142877,29200,1,0,0,2019-01-09T17:25:07.818+0300,1547043907,818470
80.32.121.219,3682148432,192.168.1.64,1073850560,21960,112,synack,443,51343,4165440085,1634338569,8192,1,0,0,2019-01-09T17:25:07.818+0300,1547043907,818537
185.80.203.95,1607159993,192.168.1.64,1073850560,0,51,synack,443,54711,3088415062,1558991944,42340,1,0,0,2019-01-09T17:25:07.818+0300,1547043907,818603
203.74.144.11,194005707,192.168.1.64,1073850560,0,45,synack,443,56523,2067536738,1968972886,14600,1,0,0,2019-01-09T17:25:07.818+0300,1547043907,818647
204.155.60.59,993827788,192.168.1.64,1073850560,23480,113,synack,443,52138,3629927126,2883493950,8192,1,0,0,2019-01-09T17:25:07.818+0300,1547043907,818706
184.68.81.26,441533624,192.168.1.64,1073850560,6967,239,synack,443,39619,1336793148,1596813137,65535,1,0,0,2019-01-09T17:25:07.818+0300,1547043907,818765
104.253.210.213,3587374440,192.168.1.64,1073850560,0,47,synack,443,35959,3013884002,1759860478,29200,1,0,0,2019-01-09T17:25:07.818+0300,1547043907,818823
23.1.161.122,2057371927,192.168.1.64,1073850560,0,48,synack,443,36195,221952503,2116752593,29200,1,0,0,2019-01-09T17:25:08.841+0300,1547043908,841080
185.183.157.127,2141042617,192.168.1.64,1073850560,0,55,synack,443,40035,3516961079,2072764554,29200,1,0,0,2019-01-09T17:25:08.841+0300,1547043908,841232
1.52.152.2,43529217,192.168.1.64,1073850560,0,45,synack,443,41180,3050062470,240508245,5808,1,0,0,2019-01-09T17:25:08.841+0300,1547043908,841352
159.192.227.82,1390657695,192.168.1.64,1073850560,0,43,synack,443,36197,3976581190,1854496488,14520,1,0,0,2019-01-09T17:25:08.841+0300,1547043908,841500
150.12.115.120,2020805782,192.168.1.64,1073850560,40918,46,synack,443,34551,1141375746,1998473503,32768,1,0,0,2019-01-09T17:25:08.841+0300,1547043908,841652
167.217.148.110,1855248807,192.168.1.64,1073850560,0,50,synack,443,58580,3136359199,681405222,29200,1,0,0,2019-01-09T17:25:08.841+0300,1547043908,841708
89.21.211.208,3503494489,192.168.1.64,1073850560,0,54,synack,443,54618,2426292884,4040944399,14600,1,0,0,2019-01-09T17:25:08.841+0300,1547043908,841747
137.32.38.18,304488585,192.168.1.64,1073850560,40848,111,synack,443,39267,3108754878,1514947115,512,1,0,0,2019-01-09T17:25:08.841+0300,1547043908,841788
104.28.170.141,2376735848,192.168.1.64,1073850560,0,58,synack,443,49809,1472519907,539488708,29200,1,0,0,2019-01-09T17:25:08.841+0300,1547043908,841830
85.159.209.127,2144444245,192.168.1.64,1073850560,0,54,synack,443,54124,610986071,4123789596,29200,1,0,0,2019-01-09T17:25:08.841+0300,1547043908,841911
35.207.27.175,2937835299,192.168.1.64,1073850560,19745,103,synack,443,55403,2447720206,2042852288,60720,1,0,0,2019-01-09T17:25:08.841+0300,1547043908,841952
52.73.150.9,160844084,192.168.1.64,1073850560,0,45,synack,443,58755,3926165404,2933722090,26883,1,0,0,2019-01-09T17:25:09.865+0300,1547043909,865206
96.16.20.70,1175720032,192.168.1.64,1073850560,0,54,synack,443,36765,77585209,3597892992,29200,1,0,0,2019-01-09T17:25:09.865+0300,1547043909,865339
172.65.13.204,3423420844,192.168.1.64,1073850560,0,58,synack,443,58396,2386461552,797692363,29200,1,0,0,2019-01-09T17:25:09.865+0300,1547043909,865390
52.50.9.170,2852729396,192.168.1.64,1073850560,0,229,synack,443,47617,3318333965,3434577257,26883,1,0,0,2019-01-09T17:25:09.865+0300,1547043909,865461
205.156.73.251,4215905485,192.168.1.64,1073850560,33078,235,synack,443,46553,547067022,1883500055,1608,1,0,0,2019-01-09T17:25:09.865+0300,1547043909,865690
206.145.85.79,1331007950,192.168.1.64,1073850560,49890,48,synack,443,41354,3294058376,1483373877,65535,1,0,0,2019-01-09T17:25:09.865+0300,1547043909,865808
45.113.162.31,530739501,192.168.1.64,1073850560,54321,244,synack,443,33440,306550846,1898603056,16384,1,0,0,2019-01-09T17:25:09.865+0300,1547043909,865863
2.18.154.2,43651586,192.168.1.64,1073850560,0,53,synack,443,59351,2953653764,3220664290,29200,1,0,0,2019-01-09T17:25:09.865+0300,1547043909,865908
154.85.243.216,3639825818,192.168.1.64,1073850560,0,48,synack,443,35135,3468218457,3643392183,14600,1,0,0,2019-01-09T17:25:09.865+0300,1547043909,865984
46.209.193.131,2210517294,192.168.1.64,1073850560,0,48,synack,443,42101,4042661592,1687372189,14600,1,0,0,2019-01-09T17:25:09.866+0300,1547043909,866101
35.186.231.77,1307032099,192.168.1.64,1073850560,4186,108,synack,443,52200,3904278866,3827141971,60720,1,0,0,2019-01-09T17:25:09.866+0300,1547043909,866156
192.190.82.213,3578969792,192.168.1.64,1073850560,0,50,synack,443,35726,549072120,3094807930,14180,1,0,0,2019-01-09T17:25:10.889+0300,1547043910,889833
64.91.235.82,1391156032,192.168.1.64,1073850560,0,48,synack,443,42430,3960758086,767643937,14600,1,0,0,2019-01-09T17:25:10.889+0300,1547043910,889994
108.68.55.113,1899447404,192.168.1.64,1073850560,0,48,synack,443,50861,3624475118,4009241218,29200,1,0,0,2019-01-09T17:25:10.890+0300,1547043910,890293
167.93.167.193,3248971175,192.168.1.64,1073850560,9260,211,synack,443,56983,1634528292,4127830548,0,1,0,0,2019-01-09T17:25:10.890+0300,1547043910,890418
69.67.53.231,3879027525,192.168.1.64,1073850560,0,50,synack,443,51880,2490795626,4178031429,14600,1,0,0,2019-01-09T17:25:10.890+0300,1547043910,890512
117.50.88.97,1633170037,192.168.1.64,1073850560,0,44,synack,443,34294,2439592706,1755452342,14140,1,0,0,2019-01-09T17:25:10.890+0300,1547043910,890583
104.67.53.69,1161118568,192.168.1.64,1073850560,0,51,synack,443,38781,1082849548,3035767044,29200,1,0,0,2019-01-09T17:25:10.890+0300,1547043910,890673
124.226.234.248,4176142972,192.168.1.64,1073850560,0,47,synack,443,59985,3212589787,785008870,14600,1,0,0,2019-01-09T17:25:10.890+0300,1547043910,890713
191.237.153.110,1855581631,192.168.1.64,1073850560,2425,105,synack,443,59010,760859102,683533171,8192,1,0,0,2019-01-09T17:25:10.890+0300,1547043910,890767
92.220.71.114,1917312092,192.168.1.64,1073850560,0,53,synack,443,44912,929100494,1739477186,29200,1,0,0,2019-01-09T17:25:10.890+0300,1547043910,890833
104.24.41.221,3710457960,192.168.1.64,1073850560,0,58,synack,443,53619,114185143,4261133293,29200,1,0,0,2019-01-09T17:25:10.890+0300,1547043910,890875
69.118.90.190,3193599557,192.168.1.64,1073850560,0,42,synack,443,52120,3646642199,55394706,29200,1,0,0,2019-01-09T17:25:10.890+0300,1547043910,890923
217.248.236.153,2582444249,192.168.1.64,1073850560,0,53,synack,443,50389,463469333,4175596835,14600,1,0,0,2019-01-09T17:25:10.890+0300,1547043910,890966
186.210.95.53,895472314,192.168.1.64,1073850560,0,43,synack,443,35047,2565239475,15761563,5808,1,0,0,2019-01-09T17:25:11.912+0300,1547043911,912867
104.27.190.20,348003176,192.168.1.64,1073850560,0,55,synack,443,32836,3080600104,1355161280,29200,1,0,0,2019-01-09T17:25:11.913+0300,1547043911,913020
217.41.67.206,3460508121,192.168.1.64,1073850560,59088,236,synack,443,52302,586844281,878707628,6400,1,0,0,2019-01-09T17:25:11.913+0300,1547043911,913113
153.153.189.52,884840857,192.168.1.64,1073850560,0,44,synack,443,37613,3129277921,3564335689,14600,1,0,0,2019-01-09T17:25:11.913+0300,1547043911,913237
23.59.233.251,4226366231,192.168.1.64,1073850560,0,49,synack,443,51973,604654564,2331588192,29200,1,0,0,2019-01-09T17:25:11.913+0300,1547043911,913342
69.64.105.23,392773701,192.168.1.64,1073850560,9599,112,synack,443,55271,2014639644,1447160737,8192,1,0,0,2019-01-09T17:25:11.913+0300,1547043911,913499
64.253.221.150,2531130688,192.168.1.64,1073850560,0,44,synack,443,47761,3373229671,89568317,5840,1,0,0,2019-01-09T17:25:11.913+0300,1547043911,913554
173.193.131.165,2776875437,192.168.1.64,1073850560,0,47,synack,443,58803,3035887133,2720154146,14600,1,0,0,2019-01-09T17:25:11.913+0300,1547043911,913595
75.6.213.56,953484875,192.168.1.64,1073850560,0,47,synack,443,32917,1006879390,740643241,5840,1,0,0,2019-01-09T17:25:11.913+0300,1547043911,913708
81.171.98.209,3512904529,192.168.1.64,1073850560,0,53,synack,443,33983,4146449111,2008540865,29200,1,0,0,2019-01-09T17:25:12.937+0300,1547043912,937566
96.125.168.178,2997386592,192.168.1.64,1073850560,0,42,synack,443,51418,3546977525,2255354529,14600,1,0,0,2019-01-09T17:25:12.937+0300,1547043912,937822
145.14.203.114,1925910161,192.168.1.64,1073850560,0,54,synack,443,60403,3345837411,3332812434,14600,1,0,0,2019-01-09T17:25:12.938+0300,1547043912,938130
103.239.139.156,2626416487,192.168.1.64,1073850560,25206,109,synack,443,52960,3427871106,391616635,8192,1,0,0,2019-01-09T17:25:12.938+0300,1547043912,938212
216.134.205.119,2009958104,192.168.1.64,1073850560,60450,48,synack,443,50970,1516847901,298625876,57344,1,0,0,2019-01-09T17:25:12.938+0300,1547043912,938274
103.230.136.83,1401480807,192.168.1.64,1073850560,24866,113,synack,443,59531,145073115,395629580,8192,1,0,0,2019-01-09T17:25:12.938+0300,1547043912,938329
169.157.138.113,1904909737,192.168.1.64,1073850560,37689,226,synack,443,49256,1212487072,3130769981,0,1,0,0,2019-01-09T17:25:12.938+0300,1547043912,938371
158.97.190.109,1841193374,192.168.1.64,1073850560,0,46,synack,443,49172,2363779893,3129461762,29200,1,0,0,2019-01-09T17:25:12.938+0300,1547043912,938426
165.194.219.231,3889939109,192.168.1.64,1073850560,60744,224,synack,443,50456,956540517,3575251012,4380,1,0,0,2019-01-09T17:25:12.938+0300,1547043912,938483
118.68.118.195,3279307894,192.168.1.64,1073850560,0,45,synack,443,48099,419043570,770007734,14600,1,0,0,2019-01-09T17:25:12.938+0300,1547043912,938595
137.32.123.125,2105221257,192.168.1.64,1073850560,55766,111,synack,443,60993,126811355,3513188278,512,1,0,0,2019-01-09T17:25:12.938+0300,1547043912,938652
183.2.195.120,2026046135,192.168.1.64,1073850560,54321,238,synack,443,38082,869859170,1932373932,16384,1,0,0,2019-01-09T17:25:12.938+0300,1547043912,938714
104.96.231.91,1541890152,192.168.1.64,1073850560,0,50,synack,443,57250,3898332251,542749067,29200,1,0,0,2019-01-09T17:25:13.961+0300,1547043913,961548
210.109.98.19,325217746,192.168.1.64,1073850560,0,47,synack,443,49610,3031590251,902744583,14600,1,0,0,2019-01-09T17:25:13.961+0300,1547043913,961662
69.27.253.177,2986154821,192.168.1.64,1073850560,28240,107,synack,443,34566,1731956917,3091281012,8192,1,0,0,2019-01-09T17:25:13.961+0300,1547043913,961739
178.238.20.250,4195675826,192.168.1.64,1073850560,0,56,synack,443,57070,937541265,60025012,5840,1,0,0,2019-01-09T17:25:13.961+0300,1547043913,961823
35.215.121.133,2239354659,192.168.1.64,1073850560,30891,107,synack,443,58117,1871824194,311018848,60720,1,0,0,2019-01-09T17:25:13.961+0300,1547043913,961917
99.22.187.58,985339491,192.168.1.64,1073850560,0,48,synack,443,40973,780969402,1837949807,5840,1,0,0,2019-01-09T17:25:13.961+0300,1547043913,961995
188.128.173.47,799899836,192.168.1.64,1073850560,0,56,synack,443,47055,4018820757,703675331,29200,1,0,0,2019-01-09T17:25:13.962+0300,1547043913,962076
87.102.15.142,2383373911,192.168.1.64,1073850560,28223,242,synack,443,40555,2328961974,3549309171,25600,1,0,0,2019-01-09T17:25:13.962+0300,1547043913,962119
198.181.59.199,3342579142,192.168.1.64,1073850560,0,50,synack,443,42399,541502008,900754097,29200,1,0,0,2019-01-09T17:25:13.962+0300,1547043913,962162
23.218.49.226,3794917911,192.168.1.64,1073850560,0,54,synack,443,58589,685617792,813557178,29200,1,0,0,2019-01-09T17:25:13.962+0300,1547043913,962295
149.13.148.71,1200885141,192.168.1.64,1073850560,0,50,synack,443,50306,836624298,372129893,29200,1,0,0,2019-01-09T17:25:13.962+0300,1547043913,962385
84.22.178.94,1588729428,192.168.1.64,1073850560,62907,240,synack,443,50764,182344620,2631918327,32768,1,0,0,2019-01-09T17:25:13.962+0300,1547043913,962449
38.107.102.29,493251366,192.168.1.64,1073850560,433,231,synack,443,55527,1383273907,1931491714,1608,1,0,0,2019-01-09T17:25:13.962+0300,1547043913,962490
62.4.7.190,3188130878,192.168.1.64,1073850560,0,50,synack,443,55884,158452020,3953206335,27880,1,0,0,2019-01-09T17:25:13.962+0300,1547043913,962566
23.3.164.76,1285817111,192.168.1.64,1073850560,0,49,synack,443,44660,1555002587,3841092338,29200,1,0,0,2019-01-09T17:25:13.962+0300,1547043913,962620
89.97.182.165,2780193113,192.168.1.64,1073850560,0,46,synack,443,49411,839132688,2908805142,229,1,0,0,2019-01-09T17:25:13.962+0300,1547043913,962691
164.76.229.231,3890564260,192.168.1.64,1073850560,0,48,synack,443,42439,4238838801,1219933251,29200,1,0,0,2019-01-09T17:25:13.962+0300,1547043913,962732
104.14.238.106,1793986152,192.168.1.64,1073850560,0,46,synack,443,54706,2053496910,1311233326,5840,1,0,0,2019-01-09T17:25:14.985+0300,1547043914,985091
23.231.176.195,3283150615,192.168.1.64,1073850560,0,36,synack,443,54346,2827838132,1205091093,29200,1,0,0,2019-01-09T17:25:14.985+0300,1547043914,985250
52.40.58.204,3426363444,192.168.1.64,1073850560,0,228,synack,443,33342,4256243059,3213792481,29200,1,0,0,2019-01-09T17:25:14.985+0300,1547043914,985331
23.10.95.154,2589919767,192.168.1.64,1073850560,0,53,synack,443,60629,1897434214,822865253,29200,1,0,0,2019-01-09T17:25:14.985+0300,1547043914,985454
35.206.151.120,2023214627,192.168.1.64,1073850560,12339,105,synack,443,37877,1009402204,3426370026,62920,1,0,0,2019-01-09T17:25:14.985+0300,1547043914,985517
65.36.200.44,751313985,192.168.1.64,1073850560,28229,112,synack,443,45741,3381734387,1000992384,64240,1,0,0,2019-01-09T17:25:14.985+0300,1547043914,985620
54.164.5.212,3557139510,192.168.1.64,1073850560,0,236,synack,443,50974,2842971338,1278753248,26883,1,0,0,2019-01-09T17:25:14.985+0300,1547043914,985679
119.70.17.156,2618377847,192.168.1.64,1073850560,0,45,synack,443,53600,3408652119,2410836710,5840,1,0,0,2019-01-09T17:25:14.985+0300,1547043914,985758
103.45.105.90,1516842343,192.168.1.64,1073850560,54321,239,synack,443,49166,245435642,3866600699,64240,1,0,0,2019-01-09T17:25:14.985+0300,1547043914,985858
172.252.8.217,3641244844,192.168.1.64,1073850560,0,47,synack,443,56776,1621787751,2323258477,14600,1,0,0,2019-01-09T17:25:14.985+0300,1547043914,985926
54.36.237.142,2397905974,192.168.1.64,1073850560,32229,115,synack,443,36586,2402741649,3354085292,8192,1,0,0,2019-01-09T17:25:16.009+0300,1547043916,9590
131.111.14.190,3188617091,192.168.1.64,1073850560,0,45,synack,443,36509,2816211821,1255331842,29200,1,0,0,2019-01-09T17:25:16.009+0300,1547043916,9821
65.249.161.119,2007103809,192.168.1.64,1073850560,0,50,synack,443,50587,1384026966,1391890797,29200,1,0,0,2019-01-09T17:25:16.010+0300,1547043916,10039
138.246.224.116,1960900234,192.168.1.64,1073850560,21313,116,synack,443,58357,3470660609,724983472,8192,1,0,0,2019-01-09T17:25:16.010+0300,1547043916,10094
78.40.228.189,3185846350,192.168.1.64,1073850560,0,43,synack,443,42759,279405518,3109881632,14600,1,0,0,2019-01-09T17:25:16.010+0300,1547043916,10168
182.245.26.231,3877303734,192.168.1.64,1073850560,0,49,synack,443,33061,3294875957,3514675575,14520,1,0,0,2019-01-09T17:25:16.010+0300,1547043916,10281
111.231.119.209,3514296175,192.168.1.64,1073850560,0,42,synack,443,41024,619739530,2200215133,29200,1,0,0,2019-01-09T17:25:16.010+0300,1547043916,10327
